batch_id,start_id,end_id,n_examples,primary_variable_id,primary_variable,construction_index,construction_family,repetition,language,language_name,domains,short_count,medium_count,long_count
1546,77251,77300,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,3,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
1547,77301,77350,50,28,negation_and_polarity_structure,2,negative_concord,9,ru,Russian,science_technology;nature_environment;daily_life,15,25,10
1548,77351,77400,50,32,quotation_and_reported_speech_structure,1,direct_quotation,14,de,German,workplace;travel_transport;arts_culture,15,25,10
1549,77401,77450,50,28,negation_and_polarity_structure,4,negative_polarity_item_context,6,en,English,nature_environment;daily_life;education,15,25,10
1550,77451,77500,50,28,negation_and_polarity_structure,4,negative_polarity_item_context,9,ru,Russian,arts_culture;social_interaction;health,15,25,10
1551,77501,77550,50,21,possession_and_alienability,3,owned_object_possession,2,fr,French,social_interaction;health;news_public_affairs,15,25,10
1552,77551,77600,50,30,conditional_and_counterfactual_marking,4,inverted_or_markerless_conditional,6,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
1553,77601,77650,50,20,pronoun_richness_and_reduction,1,overt_full_pronoun,2,it,Italian,social_interaction;health;news_public_affairs,15,25,10
1554,77651,77700,50,36,genericity_and_kind_level_reference,2,singular_generic,8,fr,French,education;food_household;sports_recreation,15,25,10
1555,77701,77750,50,35,focus_and_given_new_marking,3,fronted_or_marked_focus,1,en,English,education;food_household;sports_recreation,15,25,10
1556,77751,77800,50,15,number_marking,2,dual_number,2,ar,Arabic,nature_environment;daily_life;education,15,25,10
1557,77801,77850,50,15,number_marking,1,singular_plural_nominal,13,ru,Russian,nature_environment;daily_life;education,15,25,10
1558,77851,77900,50,23,aspect_and_event_structure,2,perfective_completed_event,1,ru,Russian,food_household;sports_recreation;workplace,15,25,10
1559,77901,77950,50,5,morphosyntactic_alignment,3,ergative_perfective_alignment,3,ur,Urdu,sports_recreation;workplace;travel_transport,15,25,10
1560,77951,78000,50,4,case_marking,4,locative_ablative_or_instrumental,12,fi,Finnish,family_relationships;science_technology;nature_environment,15,25,10
1561,78001,78050,50,27,mirativity_stance_and_affect_marking,1,mirative_particle_or_form,1,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
1562,78051,78100,50,11,agreement_indexing_density,2,rich_person_number_agreement,10,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
1563,78101,78150,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,13,it,Italian,food_household;sports_recreation;workplace,15,25,10
1564,78151,78200,50,17,animacy_and_humanness,5,reflexive_or_reciprocal_humanness_context,5,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
1565,78201,78250,50,10,morphological_segmentation_type,3,clitic_sequence,9,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
1566,78251,78300,50,26,evidentiality,2,grammatical_inferential,15,es,Spanish,food_household;sports_recreation;workplace,15,25,10
1567,78301,78350,50,11,agreement_indexing_density,4,multiple_agreement_targets,5,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
1568,78351,78400,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,9,es,Spanish,family_relationships;science_technology;nature_environment,15,25,10
1569,78401,78450,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,14,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
1570,78451,78500,50,28,negation_and_polarity_structure,4,negative_polarity_item_context,8,fr,French,health;news_public_affairs;family_relationships,15,25,10
1571,78501,78550,50,18,person_marking_and_person_hierarchy,1,first_second_third_person_agreement,13,hi,Hindi,education;food_household;sports_recreation,15,25,10
1572,78551,78600,50,6,transitivity_valency,4,ambitransitive_alternation,6,en,English,arts_culture;social_interaction;health,15,25,10
1573,78601,78650,50,20,pronoun_richness_and_reduction,1,overt_full_pronoun,9,tr,Turkish,arts_culture;social_interaction;health,15,25,10
1574,78651,78700,50,23,aspect_and_event_structure,4,telic_atelic_contrast,4,tr,Turkish,workplace;travel_transport;arts_culture,15,25,10
1575,78701,78750,50,39,deixis_and_perspective_anchoring,2,here_there_spatial_deixis,6,en,English,social_interaction;health;news_public_affairs,15,25,10
1576,78751,78800,50,14,definiteness_and_specificity,3,demonstrative_definiteness,3,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
1577,78801,78850,50,30,conditional_and_counterfactual_marking,1,real_conditional,6,en,English,family_relationships;science_technology;nature_environment,15,25,10
1578,78851,78900,50,9,analytic_vs_synthetic_encoding,3,periphrastic_modality,13,de,German,sports_recreation;workplace;travel_transport,15,25,10
1579,78901,78950,50,20,pronoun_richness_and_reduction,3,clitic_pronoun,7,it,Italian,travel_transport;arts_culture;social_interaction,15,25,10
1580,78951,79000,50,22,tense_prominence,3,sequence_of_tense,3,fr,French,family_relationships;science_technology;nature_environment,15,25,10
1581,79001,79050,50,22,tense_prominence,4,future_marking,3,fr,French,education;food_household;sports_recreation,15,25,10
1582,79051,79100,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,6,tr,Turkish,education;food_household;sports_recreation,15,25,10
1583,79101,79150,50,6,transitivity_valency,4,ambitransitive_alternation,14,de,German,sports_recreation;workplace;travel_transport,15,25,10
1584,79151,79200,50,34,topic_comment_structure,4,hanging_topic,5,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
1585,79201,79250,50,32,quotation_and_reported_speech_structure,2,indirect_report,1,en,English,health;news_public_affairs;family_relationships,15,25,10
1586,79251,79300,50,15,number_marking,5,number_agreement,10,hi,Hindi,health;news_public_affairs;family_relationships,15,25,10
1587,79301,79350,50,21,possession_and_alienability,4,genitive_or_possessive_marker,14,ru,Russian,daily_life;education;food_household,15,25,10
1588,79351,79400,50,28,negation_and_polarity_structure,2,negative_concord,14,ru,Russian,education;food_household;sports_recreation,15,25,10
1589,79401,79450,50,40,orthographic_and_tokenization_interface,3,script_specific_word_segmentation,6,en,English,sports_recreation;workplace;travel_transport,15,25,10
1590,79451,79500,50,36,genericity_and_kind_level_reference,3,habitual_generic,15,ru,Russian,workplace;travel_transport;arts_culture,15,25,10
1591,79501,79550,50,28,negation_and_polarity_structure,3,constituent_negation,13,fr,French,social_interaction;health;news_public_affairs,15,25,10
1592,79551,79600,50,38,speech_act_force_and_request_directness,2,interrogative_request,9,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
1593,79601,79650,50,25,epistemic_modality,2,probability_statement,15,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
1594,79651,79700,50,24,modality_and_mood,2,subjunctive_or_irrealis,8,en,English,arts_culture;social_interaction;health,15,25,10
1595,79701,79750,50,18,person_marking_and_person_hierarchy,4,person_sensitive_argument_marking,9,eu,Basque,health;news_public_affairs;family_relationships,15,25,10
1596,79751,79800,50,20,pronoun_richness_and_reduction,1,overt_full_pronoun,8,fr,French,health;news_public_affairs;family_relationships,15,25,10
1597,79801,79850,50,12,optionality_vs_obligatoriness_of_marking,1,optional_subject_expression,5,fr,French,daily_life;education;food_household,15,25,10
1598,79851,79900,50,20,pronoun_richness_and_reduction,2,null_or_reduced_pronoun,15,en,English,science_technology;nature_environment;daily_life,15,25,10
1599,79901,79950,50,28,negation_and_polarity_structure,3,constituent_negation,4,ru,Russian,nature_environment;daily_life;education,15,25,10
1600,79951,80000,50,38,speech_act_force_and_request_directness,1,direct_imperative_request,6,en,English,science_technology;nature_environment;daily_life,15,25,10
1601,80001,80050,50,22,tense_prominence,4,future_marking,15,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
1602,80051,80100,50,33,discourse_relation_marking,5,consequence_or_result_relation,7,de,German,daily_life;education;food_household,15,25,10
1603,80101,80150,50,14,definiteness_and_specificity,2,bare_vs_determined_noun,9,tr,Turkish,arts_culture;social_interaction;health,15,25,10
1604,80151,80200,50,14,definiteness_and_specificity,3,demonstrative_definiteness,5,ar,Arabic,travel_transport;arts_culture;social_interaction,15,25,10
1605,80201,80250,50,11,agreement_indexing_density,1,subject_verb_agreement,14,ar,Arabic,sports_recreation;workplace;travel_transport,15,25,10
1606,80251,80300,50,27,mirativity_stance_and_affect_marking,5,unexpected_discovery_context,9,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
1607,80301,80350,50,39,deixis_and_perspective_anchoring,1,proximal_distal_demonstrative,3,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
1608,80351,80400,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,8,it,Italian,nature_environment;daily_life;education,15,25,10
1609,80401,80450,50,16,gender_noun_class,2,article_gender_agreement,11,fr,French,nature_environment;daily_life;education,15,25,10
1610,80451,80500,50,16,gender_noun_class,1,adjective_gender_agreement,13,ru,Russian,workplace;travel_transport;arts_culture,15,25,10
1611,80501,80550,50,37,social_deixis_honorifics_status_encoding,1,tu_vous_or_t_v_distinction,1,ja,Japanese,sports_recreation;workplace;travel_transport,15,25,10
1612,80551,80600,50,18,person_marking_and_person_hierarchy,3,local_vs_nonlocal_participants,11,es,Spanish,daily_life;education;food_household,15,25,10
1613,80601,80650,50,33,discourse_relation_marking,2,contrastive_relation,3,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
1614,80651,80700,50,37,social_deixis_honorifics_status_encoding,3,honorific_verb_or_morphology,3,fr,French,social_interaction;health;news_public_affairs,15,25,10
1615,80701,80750,50,11,agreement_indexing_density,1,subject_verb_agreement,9,ar,Arabic,daily_life;education;food_household,15,25,10
1616,80751,80800,50,32,quotation_and_reported_speech_structure,2,indirect_report,10,es,Spanish,sports_recreation;workplace;travel_transport,15,25,10
1617,80801,80850,50,17,animacy_and_humanness,4,animacy_sensitive_case_or_order,4,ja,Japanese,daily_life;education;food_household,15,25,10
1618,80851,80900,50,6,transitivity_valency,1,intransitive_clause,11,en,English,family_relationships;science_technology;nature_environment,15,25,10
1619,80901,80950,50,38,speech_act_force_and_request_directness,2,interrogative_request,3,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
1620,80951,81000,50,32,quotation_and_reported_speech_structure,1,direct_quotation,1,en,English,workplace;travel_transport;arts_culture,15,25,10
1621,81001,81050,50,29,quantifier_scope_and_distributivity,5,numeral_or_indefinite_distributivity,12,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
1622,81051,81100,50,21,possession_and_alienability,4,genitive_or_possessive_marker,12,fr,French,workplace;travel_transport;arts_culture,15,25,10
1623,81101,81150,50,22,tense_prominence,2,perfect_or_anterior_tense,8,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
1624,81151,81200,50,5,morphosyntactic_alignment,4,experiencer_or_dative_subject,3,ur,Urdu,social_interaction;health;news_public_affairs,15,25,10
1625,81201,81250,50,19,inclusive_exclusive_distinction,1,inclusive_we_reference,5,ta,Tamil,news_public_affairs;family_relationships;science_technology,15,25,10
1626,81251,81300,50,3,nominal_modifier_order,3,numeral_head_order,4,ar,Arabic,workplace;travel_transport;arts_culture,15,25,10
1627,81301,81350,50,6,transitivity_valency,3,ditransitive_clause,6,en,English,food_household;sports_recreation;workplace,15,25,10
1628,81351,81400,50,31,subordination_and_embedding,1,finite_complement_clause,13,es,Spanish,education;food_household;sports_recreation,15,25,10
1629,81401,81450,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,12,de,German,arts_culture;social_interaction;health,15,25,10
1630,81451,81500,50,6,transitivity_valency,1,intransitive_clause,4,de,German,science_technology;nature_environment;daily_life,15,25,10
1631,81501,81550,50,7,voice_and_agent_prominence,3,middle_or_reflexive_voice,12,de,German,health;news_public_affairs;family_relationships,15,25,10
1632,81551,81600,50,13,redundancy_cumulative_exponence,4,negative_concord,5,en,English,workplace;travel_transport;arts_culture,15,25,10
1633,81601,81650,50,14,definiteness_and_specificity,1,definite_indefinite_article,6,en,English,health;news_public_affairs;family_relationships,15,25,10
1634,81651,81700,50,8,causativity_and_valency_change,5,permissive_causation,7,ja,Japanese,travel_transport;arts_culture;social_interaction,15,25,10
1635,81701,81750,50,39,deixis_and_perspective_anchoring,5,perspective_shift_in_report_or_narration,4,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
1636,81751,81800,50,28,negation_and_polarity_structure,3,constituent_negation,1,en,English,travel_transport;arts_culture;social_interaction,15,25,10
1637,81801,81850,50,16,gender_noun_class,1,adjective_gender_agreement,3,ru,Russian,science_technology;nature_environment;daily_life,15,25,10
1638,81851,81900,50,9,analytic_vs_synthetic_encoding,4,morphologically_bundled_case_possession,3,de,German,education;food_household;sports_recreation,15,25,10
1639,81901,81950,50,12,optionality_vs_obligatoriness_of_marking,1,optional_subject_expression,1,en,English,health;news_public_affairs;family_relationships,15,25,10
1640,81951,82000,50,10,morphological_segmentation_type,2,fusional_inflection,10,de,German,family_relationships;science_technology;nature_environment,15,25,10
1641,82001,82050,50,27,mirativity_stance_and_affect_marking,3,evaluative_stance_adverbial,10,en,English,health;news_public_affairs;family_relationships,15,25,10
1642,82051,82100,50,3,nominal_modifier_order,5,multiple_modifier_order,11,en,English,science_technology;nature_environment;daily_life,15,25,10
1643,82101,82150,50,27,mirativity_stance_and_affect_marking,4,stance_particle,15,en,English,food_household;sports_recreation;workplace,15,25,10
1644,82151,82200,50,35,focus_and_given_new_marking,1,cleft_focus,14,de,German,arts_culture;social_interaction;health,15,25,10
1645,82201,82250,50,37,social_deixis_honorifics_status_encoding,2,honorific_title_or_address,8,fr,French,arts_culture;social_interaction;health,15,25,10
1646,82251,82300,50,5,morphosyntactic_alignment,4,experiencer_or_dative_subject,9,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
1647,82301,82350,50,5,morphosyntactic_alignment,2,intransitive_subject_alignment,8,ur,Urdu,food_household;sports_recreation;workplace,15,25,10
1648,82351,82400,50,35,focus_and_given_new_marking,1,cleft_focus,5,ja,Japanese,science_technology;nature_environment;daily_life,15,25,10
1649,82401,82450,50,9,analytic_vs_synthetic_encoding,4,morphologically_bundled_case_possession,10,fi,Finnish,daily_life;education;food_household,15,25,10
1650,82451,82500,50,23,aspect_and_event_structure,3,habitual_aspect,10,bg,Bulgarian,education;food_household;sports_recreation,15,25,10
1651,82501,82550,50,34,topic_comment_structure,1,topic_particle,3,zh,Chinese,family_relationships;science_technology;nature_environment,15,25,10
1652,82551,82600,50,4,case_marking,1,accusative_object_marking,14,de,German,social_interaction;health;news_public_affairs,15,25,10
1653,82601,82650,50,6,transitivity_valency,4,ambitransitive_alternation,13,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
1654,82651,82700,50,8,causativity_and_valency_change,5,permissive_causation,8,ko,Korean,sports_recreation;workplace;travel_transport,15,25,10
1655,82701,82750,50,13,redundancy_cumulative_exponence,4,negative_concord,11,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
1656,82751,82800,50,30,conditional_and_counterfactual_marking,1,real_conditional,13,fr,French,news_public_affairs;family_relationships;science_technology,15,25,10
1657,82801,82850,50,1,subject_expression_pro_drop,1,overt_vs_null_subject,10,ja,Japanese,daily_life;education;food_household,15,25,10
1658,82851,82900,50,9,analytic_vs_synthetic_encoding,5,agglutinative_multi_feature_word,1,en,English,news_public_affairs;family_relationships;science_technology,15,25,10
1659,82901,82950,50,5,morphosyntactic_alignment,5,alignment_under_voice_change,15,ru,Russian,daily_life;education;food_household,15,25,10
1660,82951,83000,50,19,inclusive_exclusive_distinction,2,exclusive_we_reference,9,te,Telugu,travel_transport;arts_culture;social_interaction,15,25,10
1661,83001,83050,50,6,transitivity_valency,4,ambitransitive_alternation,4,de,German,family_relationships;science_technology;nature_environment,15,25,10
1662,83051,83100,50,14,definiteness_and_specificity,5,specificity_sensitive_object_marking,8,fr,French,social_interaction;health;news_public_affairs,15,25,10
1663,83101,83150,50,18,person_marking_and_person_hierarchy,4,person_sensitive_argument_marking,2,tr,Turkish,news_public_affairs;family_relationships;science_technology,15,25,10
1664,83151,83200,50,34,topic_comment_structure,2,left_dislocation,10,fr,French,daily_life;education;food_household,15,25,10
1665,83201,83250,50,21,possession_and_alienability,4,genitive_or_possessive_marker,7,fr,French,education;food_household;sports_recreation,15,25,10
1666,83251,83300,50,40,orthographic_and_tokenization_interface,1,hyphenation_or_compound_orthography,5,zh,Chinese,family_relationships;science_technology;nature_environment,15,25,10
1667,83301,83350,50,19,inclusive_exclusive_distinction,5,inclusive_exclusive_planning_or_command_context,6,te,Telugu,family_relationships;science_technology;nature_environment,15,25,10
1668,83351,83400,50,21,possession_and_alienability,5,existential_or_predicative_possession,9,ru,Russian,education;food_household;sports_recreation,15,25,10
1669,83401,83450,50,9,analytic_vs_synthetic_encoding,1,analytic_tense_aspect,14,es,Spanish,arts_culture;social_interaction;health,15,25,10
1670,83451,83500,50,16,gender_noun_class,1,adjective_gender_agreement,5,hi,Hindi,social_interaction;health;news_public_affairs,15,25,10
1671,83501,83550,50,15,number_marking,2,dual_number,4,tr,Turkish,health;news_public_affairs;family_relationships,15,25,10
1672,83551,83600,50,33,discourse_relation_marking,1,causal_relation,3,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
1673,83601,83650,50,18,person_marking_and_person_hierarchy,3,local_vs_nonlocal_participants,2,tr,Turkish,travel_transport;arts_culture;social_interaction,15,25,10
1674,83651,83700,50,12,optionality_vs_obligatoriness_of_marking,5,optional_particle_or_case_context,3,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
1675,83701,83750,50,33,discourse_relation_marking,1,causal_relation,14,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
1676,83751,83800,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,14,pt,Portuguese,daily_life;education;food_household,15,25,10
1677,83801,83850,50,21,possession_and_alienability,2,kinship_possession,4,ru,Russian,nature_environment;daily_life;education,15,25,10
1678,83851,83900,50,18,person_marking_and_person_hierarchy,2,clitic_person_marking,5,fr,French,health;news_public_affairs;family_relationships,15,25,10
1679,83901,83950,50,2,basic_constituent_order,2,object_fronting,3,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
1680,83951,84000,50,8,causativity_and_valency_change,4,double_or_indirect_causation,7,ja,Japanese,education;food_household;sports_recreation,15,25,10
1681,84001,84050,50,28,negation_and_polarity_structure,5,negation_scope_contrast,8,fr,French,nature_environment;daily_life;education,15,25,10
1682,84051,84100,50,40,orthographic_and_tokenization_interface,1,hyphenation_or_compound_orthography,12,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
1683,84101,84150,50,7,voice_and_agent_prominence,3,middle_or_reflexive_voice,10,ru,Russian,nature_environment;daily_life;education,15,25,10
1684,84151,84200,50,16,gender_noun_class,3,pronoun_gender_agreement,5,hi,Hindi,food_household;sports_recreation;workplace,15,25,10
1685,84201,84250,50,33,discourse_relation_marking,5,consequence_or_result_relation,2,de,German,family_relationships;science_technology;nature_environment,15,25,10
1686,84251,84300,50,10,morphological_segmentation_type,1,agglutinative_multi_affix_word,9,es,Spanish,health;news_public_affairs;family_relationships,15,25,10
1687,84301,84350,50,14,definiteness_and_specificity,4,specific_indefinite_reference,15,ar,Arabic,food_household;sports_recreation;workplace,15,25,10
1688,84351,84400,50,34,topic_comment_structure,1,topic_particle,8,zh,Chinese,daily_life;education;food_household,15,25,10
1689,84401,84450,50,2,basic_constituent_order,2,object_fronting,4,ar,Arabic,health;news_public_affairs;family_relationships,15,25,10
1690,84451,84500,50,36,genericity_and_kind_level_reference,1,bare_plural_generic,14,es,Spanish,science_technology;nature_environment;daily_life,15,25,10
1691,84501,84550,50,20,pronoun_richness_and_reduction,2,null_or_reduced_pronoun,13,fr,French,food_household;sports_recreation;workplace,15,25,10
1692,84551,84600,50,15,number_marking,2,dual_number,14,tr,Turkish,education;food_household;sports_recreation,15,25,10
1693,84601,84650,50,18,person_marking_and_person_hierarchy,2,clitic_person_marking,12,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
1694,84651,84700,50,6,transitivity_valency,3,ditransitive_clause,4,de,German,arts_culture;social_interaction;health,15,25,10
1695,84701,84750,50,27,mirativity_stance_and_affect_marking,5,unexpected_discovery_context,15,en,English,arts_culture;social_interaction;health,15,25,10
1696,84751,84800,50,25,epistemic_modality,1,possibility_statement,13,fr,French,family_relationships;science_technology;nature_environment,15,25,10
1697,84801,84850,50,4,case_marking,3,genitive_possession,7,fi,Finnish,sports_recreation;workplace;travel_transport,15,25,10
1698,84851,84900,50,16,gender_noun_class,5,gender_assignment_across_nouns,1,fr,French,travel_transport;arts_culture;social_interaction,15,25,10
1699,84901,84950,50,3,nominal_modifier_order,3,numeral_head_order,1,en,English,family_relationships;science_technology;nature_environment,15,25,10
1700,84951,85000,50,25,epistemic_modality,3,inferential_epistemic,8,fr,French,food_household;sports_recreation;workplace,15,25,10
1701,85001,85050,50,38,speech_act_force_and_request_directness,4,performative_request,11,en,English,daily_life;education;food_household,15,25,10
1702,85051,85100,50,1,subject_expression_pro_drop,3,coordinated_subject_omission,11,tr,Turkish,arts_culture;social_interaction;health,15,25,10
1703,85101,85150,50,3,nominal_modifier_order,1,adjective_head_order,14,ar,Arabic,food_household;sports_recreation;workplace,15,25,10
1704,85151,85200,50,4,case_marking,3,genitive_possession,14,de,German,food_household;sports_recreation;workplace,15,25,10
1705,85201,85250,50,31,subordination_and_embedding,4,nested_embedding,2,de,German,news_public_affairs;family_relationships;science_technology,15,25,10
1706,85251,85300,50,24,modality_and_mood,2,subjunctive_or_irrealis,11,es,Spanish,daily_life;education;food_household,15,25,10
1707,85301,85350,50,38,speech_act_force_and_request_directness,4,performative_request,5,ja,Japanese,nature_environment;daily_life;education,15,25,10
1708,85351,85400,50,27,mirativity_stance_and_affect_marking,2,exclamative_surprise,7,ja,Japanese,family_relationships;science_technology;nature_environment,15,25,10
1709,85401,85450,50,15,number_marking,3,numeral_plus_number_morphology,2,ar,Arabic,sports_recreation;workplace;travel_transport,15,25,10
1710,85451,85500,50,18,person_marking_and_person_hierarchy,2,clitic_person_marking,11,es,Spanish,news_public_affairs;family_relationships;science_technology,15,25,10
1711,85501,85550,50,40,orthographic_and_tokenization_interface,3,script_specific_word_segmentation,2,de,German,science_technology;nature_environment;daily_life,15,25,10
1712,85551,85600,50,31,subordination_and_embedding,5,nonfinite_or_infinitival_complement,14,tr,Turkish,food_household;sports_recreation;workplace,15,25,10
1713,85601,85650,50,6,transitivity_valency,2,monotransitive_clause,1,en,English,health;news_public_affairs;family_relationships,15,25,10
1714,85651,85700,50,15,number_marking,2,dual_number,1,en,English,education;food_household;sports_recreation,15,25,10
1715,85701,85750,50,29,quantifier_scope_and_distributivity,1,universal_existential_scope,11,en,English,health;news_public_affairs;family_relationships,15,25,10
1716,85751,85800,50,1,subject_expression_pro_drop,5,agreement_supported_null_subject,14,pt,Portuguese,health;news_public_affairs;family_relationships,15,25,10
1717,85801,85850,50,13,redundancy_cumulative_exponence,2,case_plus_adposition,15,en,English,food_household;sports_recreation;workplace,15,25,10
1718,85851,85900,50,39,deixis_and_perspective_anchoring,1,proximal_distal_demonstrative,7,ja,Japanese,education;food_household;sports_recreation,15,25,10
1719,85901,85950,50,39,deixis_and_perspective_anchoring,3,come_go_motion_perspective,3,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
1720,85951,86000,50,30,conditional_and_counterfactual_marking,3,past_counterfactual,14,de,German,food_household;sports_recreation;workplace,15,25,10
1721,86001,86050,50,7,voice_and_agent_prominence,2,agentless_passive,14,tr,Turkish,daily_life;education;food_household,15,25,10
1722,86051,86100,50,8,causativity_and_valency_change,1,morphological_causative,14,hi,Hindi,education;food_household;sports_recreation,15,25,10
1723,86101,86150,50,3,nominal_modifier_order,2,possessor_head_order,5,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
1724,86151,86200,50,13,redundancy_cumulative_exponence,3,gender_number_across_phrase,13,fr,French,family_relationships;science_technology;nature_environment,15,25,10
1725,86201,86250,50,8,causativity_and_valency_change,3,lexical_causative,2,ja,Japanese,social_interaction;health;news_public_affairs,15,25,10
1726,86251,86300,50,22,tense_prominence,4,future_marking,5,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
1727,86301,86350,50,37,social_deixis_honorifics_status_encoding,4,humble_or_deferential_form,7,ko,Korean,sports_recreation;workplace;travel_transport,15,25,10
1728,86351,86400,50,5,morphosyntactic_alignment,1,transitive_agent_patient_alignment,5,ru,Russian,workplace;travel_transport;arts_culture,15,25,10
1729,86401,86450,50,10,morphological_segmentation_type,4,productive_compounding,11,tr,Turkish,sports_recreation;workplace;travel_transport,15,25,10
1730,86451,86500,50,1,subject_expression_pro_drop,4,contrastive_overt_pronoun,7,es,Spanish,travel_transport;arts_culture;social_interaction,15,25,10
1731,86501,86550,50,6,transitivity_valency,3,ditransitive_clause,2,es,Spanish,family_relationships;science_technology;nature_environment,15,25,10
1732,86551,86600,50,27,mirativity_stance_and_affect_marking,5,unexpected_discovery_context,4,es,Spanish,food_household;sports_recreation;workplace,15,25,10
1733,86601,86650,50,25,epistemic_modality,4,certainty_or_high_commitment,6,en,English,family_relationships;science_technology;nature_environment,15,25,10
1734,86651,86700,50,7,voice_and_agent_prominence,1,active_passive_alternation,5,ru,Russian,education;food_household;sports_recreation,15,25,10
1735,86701,86750,50,33,discourse_relation_marking,3,concessive_relation,14,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
1736,86751,86800,50,12,optionality_vs_obligatoriness_of_marking,2,article_obligatoriness_context,5,fr,French,workplace;travel_transport;arts_culture,15,25,10
1737,86801,86850,50,39,deixis_and_perspective_anchoring,5,perspective_shift_in_report_or_narration,1,en,English,sports_recreation;workplace;travel_transport,15,25,10
1738,86851,86900,50,26,evidentiality,4,direct_evidence_statement,5,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
1739,86901,86950,50,5,morphosyntactic_alignment,3,ergative_perfective_alignment,7,hi,Hindi,health;news_public_affairs;family_relationships,15,25,10
1740,86951,87000,50,22,tense_prominence,1,simple_past_present_future,5,tr,Turkish,science_technology;nature_environment;daily_life,15,25,10
1741,87001,87050,50,30,conditional_and_counterfactual_marking,2,hypothetical_conditional,12,es,Spanish,food_household;sports_recreation;workplace,15,25,10
1742,87051,87100,50,20,pronoun_richness_and_reduction,3,clitic_pronoun,15,en,English,food_household;sports_recreation;workplace,15,25,10
1743,87101,87150,50,32,quotation_and_reported_speech_structure,4,reported_question,4,de,German,family_relationships;science_technology;nature_environment,15,25,10
1744,87151,87200,50,16,gender_noun_class,2,article_gender_agreement,5,hi,Hindi,science_technology;nature_environment;daily_life,15,25,10
1745,87201,87250,50,21,possession_and_alienability,1,body_part_possession,14,ru,Russian,education;food_household;sports_recreation,15,25,10
1746,87251,87300,50,24,modality_and_mood,3,deontic_obligation,11,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
1747,87301,87350,50,12,optionality_vs_obligatoriness_of_marking,1,optional_subject_expression,8,tr,Turkish,social_interaction;health;news_public_affairs,15,25,10
1748,87351,87400,50,3,nominal_modifier_order,2,possessor_head_order,2,es,Spanish,workplace;travel_transport;arts_culture,15,25,10
1749,87401,87450,50,34,topic_comment_structure,3,marked_topicalization,4,en,English,sports_recreation;workplace;travel_transport,15,25,10
1750,87451,87500,50,34,topic_comment_structure,2,left_dislocation,8,zh,Chinese,workplace;travel_transport;arts_culture,15,25,10
1751,87501,87550,50,40,orthographic_and_tokenization_interface,3,script_specific_word_segmentation,9,tr,Turkish,family_relationships;science_technology;nature_environment,15,25,10
1752,87551,87600,50,27,mirativity_stance_and_affect_marking,4,stance_particle,12,ja,Japanese,health;news_public_affairs;family_relationships,15,25,10
1753,87601,87650,50,26,evidentiality,4,direct_evidence_statement,7,bg,Bulgarian,daily_life;education;food_household,15,25,10
1754,87651,87700,50,21,possession_and_alienability,5,existential_or_predicative_possession,2,fr,French,food_household;sports_recreation;workplace,15,25,10
1755,87701,87750,50,7,voice_and_agent_prominence,4,impersonal_passive,2,de,German,arts_culture;social_interaction;health,15,25,10
