text_probe_family,variable_id,variable,model_kind,train_accuracy,train_balanced_accuracy,train_f1,train_auroc,train_n,train_positive_rate,val_accuracy,val_balanced_accuracy,val_f1,val_auroc,val_n,val_positive_rate,test_accuracy,test_balanced_accuracy,test_f1,test_auroc,test_n,test_positive_rate,val_auroc_ci_lower,val_auroc_ci_upper,val_auroc_bootstrap_valid_samples,test_auroc_ci_lower,test_auroc_ci_upper,test_auroc_bootstrap_valid_samples
text_delta_direction_basis_to_changed,35,focus_and_given_new_marking,word_tfidf,0.895,0.895,0.8992805755395683,0.976421875,800,0.5,0.5,0.5,0.6323529411764706,0.5,100,0.5,0.63,0.63,0.7086614173228346,0.7238,100,0.5,0.3931193215922733,0.6118148936007288,1000.0,0.6336084433773509,0.8064652899184148,1000.0
text_sentence_basis_changed,35,focus_and_given_new_marking,char_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.26,0.26,0.0,0.398,100,0.5,0.5,0.5,0.038461538461538464,0.4896,100,0.5,,,,,,
text_delta_direction_basis_to_changed,35,focus_and_given_new_marking,char_tfidf,0.63375,0.63375,0.5188834154351396,0.730096875,800,0.5,0.5,0.5,0.32432432432432434,0.5,100,0.5,0.52,0.52,0.3333333333333333,0.5264000000000001,100,0.5,,,,,,
text_sentence_basis_changed,35,focus_and_given_new_marking,length_punct,0.75,0.75,0.6960486322188449,0.8750000000000001,800,0.5,0.57,0.57,0.31746031746031744,0.598,100,0.5,0.9,0.8999999999999999,0.9056603773584906,0.9914,100,0.5,0.47375263215688296,0.7149068679195818,1000.0,0.9771591449079632,1.0,1000.0
text_delta_direction_basis_to_changed,35,focus_and_given_new_marking,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_sentence_basis_changed,36,genericity_and_kind_level_reference,word_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.68,0.6799999999999999,0.7241379310344828,0.7165999999999999,100,0.5,0.71,0.71,0.7433628318584071,0.8291999999999999,100,0.5,,,,,,
text_delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,word_tfidf,0.64625,0.64625,0.6329442282749675,0.77144375,800,0.5,0.81,0.81,0.8,0.9168,100,0.5,0.73,0.73,0.7216494845360825,0.8086,100,0.5,0.8606666626725221,0.9625942180150748,1000.0,0.7165660225442834,0.8911612202712745,1000.0
text_sentence_basis_changed,36,genericity_and_kind_level_reference,char_tfidf,0.93875,0.93875,0.939877300613497,0.9818875,800,0.5,0.66,0.66,0.6964285714285714,0.7758000000000002,100,0.5,0.76,0.76,0.7818181818181819,0.8615999999999999,100,0.5,0.6831919191919192,0.8639168916754162,1000.0,0.7769220465524814,0.9361348697236082,1000.0
text_delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,char_tfidf,0.65375,0.65375,0.649810366624526,0.716990625,800,0.5,0.71,0.71,0.6881720430107527,0.777,100,0.5,0.61,0.61,0.6138613861386139,0.6357999999999999,100,0.5,,,,,,
text_sentence_basis_changed,36,genericity_and_kind_level_reference,length_punct,0.58875,0.58875,0.5653896961690885,0.6360156250000001,800,0.5,0.54,0.54,0.6166666666666667,0.594,100,0.5,0.55,0.55,0.6666666666666666,0.5149999999999999,100,0.5,,,,,,
text_delta_direction_basis_to_changed,36,genericity_and_kind_level_reference,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_sentence_basis_changed,37,social_deixis_honorifics_status_encoding,word_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.879,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,word_tfidf,0.91625,0.91625,0.9216374269005848,0.9859718749999999,800,0.5,0.5,0.5,0.6666666666666666,0.7999999999999999,100,0.5,0.5,0.5,0.6575342465753424,0.5512,100,0.5,,,,,,
text_sentence_basis_changed,37,social_deixis_honorifics_status_encoding,char_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.0,0.95,100,0.5,0.66,0.6599999999999999,0.7068965517241379,0.7276,100,0.5,0.9059926556829628,0.9839980594510532,1000.0,0.6138245703741152,0.8349360909822867,1000.0
text_delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,char_tfidf,0.91625,0.91625,0.9085948158253752,0.985971875,800,0.5,0.5,0.5,0.6666666666666666,0.8527999999999999,100,0.5,0.5,0.5,0.5,0.5512,100,0.5,0.7516835206100937,0.9402054924242423,1000.0,0.43448715423669465,0.6604078571428571,1000.0
text_sentence_basis_changed,37,social_deixis_honorifics_status_encoding,length_punct,0.8125,0.8125,0.8299319727891157,0.9202593750000001,800,0.5,0.52,0.52,0.6363636363636364,0.7792000000000001,100,0.5,0.57,0.57,0.656,0.5737999999999999,100,0.5,,,,,,
text_delta_direction_basis_to_changed,37,social_deixis_honorifics_status_encoding,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_sentence_basis_changed,38,speech_act_force_and_request_directness,word_tfidf,0.9175,0.9175,0.9172932330827067,0.98466875,800,0.5,0.61,0.61,0.48,0.7084,100,0.5,0.63,0.63,0.5647058823529412,0.6752,100,0.5,,,,,,
text_delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,word_tfidf,0.825,0.825,0.826302729528536,0.931340625,800,0.5,0.75,0.75,0.7524752475247525,0.8132,100,0.5,0.49,0.49,0.4631578947368421,0.5222,100,0.5,,,,,,
text_sentence_basis_changed,38,speech_act_force_and_request_directness,char_tfidf,0.90875,0.90875,0.9086357947434293,0.97589375,800,0.5,0.57,0.5700000000000001,0.37681159420289856,0.5868,100,0.5,0.63,0.63,0.5934065934065934,0.726,100,0.5,,,,,,
text_delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,char_tfidf,0.79375,0.79375,0.7980416156670747,0.8578625000000001,800,0.5,0.8,0.8,0.7959183673469388,0.87,100,0.5,0.52,0.52,0.6417910447761194,0.468,100,0.5,0.7896358180032533,0.9351743475167844,1000.0,0.3529919642857143,0.5794406660875745,1000.0
text_sentence_basis_changed,38,speech_act_force_and_request_directness,length_punct,0.6725,0.6725,0.603030303030303,0.6671656250000001,800,0.5,0.8,0.8,0.8275862068965517,0.8964,100,0.5,0.52,0.52,0.4,0.6040000000000001,100,0.5,0.8238895558223289,0.9499198717948717,1000.0,0.4941278787878788,0.7123893419692536,1000.0
text_delta_direction_basis_to_changed,38,speech_act_force_and_request_directness,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_sentence_basis_changed,39,deixis_and_perspective_anchoring,word_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.5,0.5,0.16666666666666666,0.48,100,0.5,0.59,0.59,0.36923076923076925,0.6365999999999999,100,0.5,,,,,,
text_delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,word_tfidf,0.5975,0.5975,0.3263598326359833,0.6759875000000001,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.49999999999999994,100,0.5,0.3882710430499037,0.6096028971028971,1000.0,0.3860507246376812,0.616394816390506,1000.0
text_sentence_basis_changed,39,deixis_and_perspective_anchoring,char_tfidf,1.0,1.0,1.0,1.0,800,0.5,0.55,0.55,0.47058823529411764,0.515,100,0.5,0.6,0.6,0.6,0.6719999999999999,100,0.5,,,,,,
text_delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,char_tfidf,0.51625,0.51625,0.34071550255536626,0.5339937499999999,800,0.5,0.5,0.5,0.16666666666666666,0.5,100,0.5,0.5,0.5,0.10714285714285714,0.49999999999999994,100,0.5,,,,,,
text_sentence_basis_changed,39,deixis_and_perspective_anchoring,length_punct,0.55875,0.55875,0.5170998632010944,0.5576406250000001,800,0.5,0.5,0.5,0.5,0.54,100,0.5,0.5,0.5,0.5614035087719298,0.491,100,0.5,0.423743315069906,0.6542079372921764,1000.0,0.38463067573356186,0.603242551566081,1000.0
text_delta_direction_basis_to_changed,39,deixis_and_perspective_anchoring,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_sentence_basis_changed,40,orthographic_and_tokenization_interface,word_tfidf,0.83125,0.83125,0.8253557567917206,0.9416968750000001,800,0.5,0.5,0.5,0.6666666666666666,0.5,100,0.5,0.5,0.5,0.6666666666666666,0.5,100,0.5,,,,,,
text_delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,word_tfidf,0.53125,0.53125,0.11764705882352941,0.560546875,800,0.5,0.5,0.5,0.6666666666666666,0.5,100,0.5,0.5,0.5,0.6666666666666666,0.5,100,0.5,,,,,,
text_sentence_basis_changed,40,orthographic_and_tokenization_interface,char_tfidf,0.885,0.885,0.885,0.9650375,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
text_delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,char_tfidf,0.51,0.51,0.6683587140439933,0.5197375,800,0.5,0.5,0.5,0.6666666666666666,1.0,100,0.5,0.5,0.5,0.6666666666666666,0.5,100,0.5,1.0,1.0,1000.0,0.5,0.5,1000.0
text_sentence_basis_changed,40,orthographic_and_tokenization_interface,length_punct,0.76,0.76,0.7681159420289855,0.8589249999999999,800,0.5,0.5,0.5,0.0,0.7756,100,0.5,0.5,0.5,0.0,0.49999999999999994,100,0.5,0.6794325196984132,0.8639873798076924,1000.0,0.3920065625,0.6082195905258931,1000.0
text_delta_direction_basis_to_changed,40,orthographic_and_tokenization_interface,length_punct,0.5,0.5,0.0,0.5,800,0.5,0.5,0.5,0.0,0.5,100,0.5,0.5,0.5,0.0,0.5,100,0.5,,,,,,
